日期,代號,名稱,市場,產業,收盤價,AI總分,技術分,籌碼分,風險分,量比,法人單日買賣超,法人近3日買賣超,融資變化,融券變化,籌碼狀態,AI進場判斷,停損參考,壓力參考,技術面原因,技術風險,籌碼面原因,籌碼風險,5日乖離率,20日乖離率,突破20日高點
2026-07-06,6488,環球晶,未知,半導體業,1335.0,73.2,95,80,70,3.02,2055334,2966709,192,15,已抓,觀察型：等待更明確突破或量價確認,1181.0,1255.0,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、成交量放大、今日收漲,爆量長上影、短線乖離過大、波段乖離過大,法人單日買超、法人近3日合計買超,籌碼無明顯風險,13.04,32.92,True
2026-07-06,8261,富鼎,未知,電子工業,352.0,46.5,60,50,40,0.19,0,0,0,0,未抓,觀察型：等待更明確突破或量價確認,313.4,352.5,站上5日線、站上10日線、站上20日線、站上60日線、今日收漲,短線乖離過大、波段乖離過大,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,12.32,51.77,False
2026-07-06,2484,希華,未知,電子工業,95.8,43.8,55,50,40,1.23,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,86.46,96.4,站上5日線、站上10日線、站上20日線、站上60日線,短線乖離過大、波段乖離過大,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,10.8,33.67,False
2026-07-06,6182,合晶,未知,半導體業,156.0,55.8,70,55,20,1.79,-3776775,22005532,-4485,-822,已抓,觀察型：等待更明確突破或量價確認,145.1,163.0,站上5日線、站上10日線、站上20日線、站上60日線、成交量放大,波段乖離過大,法人近3日合計買超、融資減少，籌碼較乾淨,法人單日賣超、融券回補，短線軋空力道可能減弱,7.51,36.65,False
2026-07-06,6213,聯茂,未知,電子工業,396.0,50.8,80,25,20,1.35,-2912640,-583113,256,-26,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,375.8,394.0,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、今日收漲,波段乖離過大,籌碼無明顯加分,法人單日賣超、法人近3日合計賣超,5.38,29.18,True
2026-07-06,5483,中美晶,未知,半導體業,209.5,45.8,55,50,20,1.05,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,199.8,211.0,站上5日線、站上10日線、站上20日線、站上60日線,波段乖離過大,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,4.85,20.42,False
2026-07-06,2383,台光電,未知,電子工業,5475.0,37.5,40,50,20,1.78,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,5627.0,6080.0,站上20日線、站上60日線、成交量放大,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-2.7,2.13,False
2026-07-06,3711,日月光投控,未知,半導體業,679.0,37.5,40,50,20,0.85,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,694.2,729.0,站上10日線、站上20日線、站上60日線,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-2.19,8.36,False
2026-07-06,2408,南亞科,未知,半導體業,420.5,32.0,30,50,20,0.78,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,422.1,505.0,站上20日線、站上60日線、今日收漲,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-0.38,0.61,False
2026-07-06,2303,聯電,未知,半導體業,166.0,29.2,25,50,20,0.36,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,167.1,185.5,站上20日線、站上60日線,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-0.66,9.08,False
2026-07-06,8046,南電,未知,電子零組件業,1075.0,29.2,25,50,20,1.07,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,1153.0,1285.0,站上20日線、站上60日線,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-6.76,10.36,False
2026-07-06,2327,國巨*,未知,電子工業,1005.0,29.2,25,50,20,0.81,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,1077.0,1220.0,站上20日線、站上60日線,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-6.69,1.79,False
2026-07-06,2308,台達電,未知,電子零組件業,1995.0,23.8,15,50,20,0.85,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,1996.0,2435.0,站上10日線,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-0.05,-4.76,False
2026-07-06,2454,聯發科,未知,半導體業,4125.0,21.0,10,50,20,0.63,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,4249.0,4785.0,站上60日線,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-2.92,-3.48,False
