日期,代號,名稱,市場,產業,收盤價,AI總分,技術分,籌碼分,風險分,量比,法人單日買賣超,法人近3日買賣超,融資變化,融券變化,籌碼狀態,AI進場判斷,停損參考,壓力參考,技術面原因,技術風險,籌碼面原因,籌碼風險,5日乖離率,20日乖離率,突破20日高點
2026-08-20,1815,富喬,未知,電子零組件業,107.0,81.0,100,80,20,2.52,23505980,29528290,-151,164,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,97.66,105.5,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、成交量放大、收盤接近當日高點、今日收漲,波段乖離過大,法人單日買超、法人近3日合計買超,籌碼無明顯風險,9.56,28.77,True
2026-08-20,3653,健策,未知,電子工業,5600.0,75.5,90,80,20,0.9,136402,1521146,-47,-1,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,5281.0,5540.0,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、收盤接近當日高點、今日收漲,波段乖離過大,法人單日買超、法人近3日合計買超,籌碼無明顯風險,6.04,31.75,True
2026-08-20,3081,聯亞,未知,通信網路業,2780.0,55.8,70,55,20,1.25,123441,-132708,173,-13,已抓,觀察型：等待更明確突破或量價確認,2743.0,3065.0,站上5日線、站上10日線、站上20日線、站上60日線、收盤接近當日高點、今日收漲,波段乖離過大,法人單日買超,法人近3日合計賣超,1.35,24.54,False
2026-08-20,3037,欣興,未知,電子工業,1140.0,55.5,60,70,20,0.57,844866,12212195,478,-133,已抓,觀察型：等待更明確突破或量價確認,1111.0,1200.0,站上5日線、站上10日線、站上20日線、站上60日線、今日收漲,波段乖離過大,法人單日買超、法人近3日合計買超,融資增加，籌碼略偏雜,2.61,20.85,False
2026-08-20,3443,創意,未知,半導體業,5630.0,54.0,70,50,20,0.97,-138668,749509,-194,-1,已抓,觀察型：等待更明確突破或量價確認,5555.0,5990.0,站上5日線、站上10日線、站上20日線、站上60日線、收盤接近當日高點、今日收漲,波段乖離過大,法人近3日合計買超,法人單日賣超,1.35,22.37,False
2026-08-20,2383,台光電,未知,電子工業,5985.0,40.2,45,50,20,1.0,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,6117.0,6470.0,站上10日線、站上20日線、站上60日線、今日收漲,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-2.16,13.05,False
2026-08-20,8039,台虹,未知,電子工業,283.0,39.8,60,25,20,1.06,-5485616,-4836421,-3,-110,已抓,觀察型：等待更明確突破或量價確認,272.7,286.5,站上5日線、站上10日線、站上20日線、站上60日線、今日收漲,波段乖離過大,籌碼無明顯加分,法人單日賣超、法人近3日合計賣超,3.78,25.68,False
2026-08-20,2301,光寶科,未知,電腦及週邊設備業,267.0,37.5,40,50,20,0.88,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,268.9,286.5,站上10日線、站上20日線、站上60日線,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-0.71,10.15,False
2026-08-20,3008,大立光,未知,光電業,5515.0,37.0,55,25,20,0.94,-241616,-7401,113,12,已抓,暫不進場：分數不足或風險偏高,5207.0,5720.0,站上5日線、站上10日線、站上20日線、站上60日線,波段乖離過大,籌碼無明顯加分,法人單日賣超、法人近3日合計賣超,5.92,23.32,False
2026-08-20,2344,華邦電,未知,半導體業,176.5,36.8,45,40,20,0.92,19836803,-2621960,915,-557,已抓,暫不進場：分數不足或風險偏高,177.2,193.0,站上10日線、站上20日線、站上60日線、今日收漲,跌破5日線,法人單日買超,法人近3日合計賣超、融資增加，籌碼略偏雜、融券回補，短線軋空力道可能減弱,-0.4,9.02,False
2026-08-20,6488,環球晶,未知,半導體業,993.0,34.8,35,50,20,0.79,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,1013.2,1295.0,站上10日線、站上20日線、今日收漲,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-1.99,6.14,False
2026-08-20,3189,景碩,未知,半導體業,851.0,32.0,30,50,20,0.79,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,866.4,937.0,站上20日線、站上60日線、今日收漲,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-1.78,9.54,False
2026-08-20,2330,台積電,未知,半導體業,2375.0,32.0,30,50,20,0.89,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,2380.0,2445.0,站上20日線、收盤接近當日高點、今日收漲,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-0.21,0.71,False
2026-08-20,8046,南電,未知,電子工業,1195.0,32.0,30,50,20,0.62,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,1244.0,1380.0,站上20日線、站上60日線、今日收漲,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-3.94,8.54,False
2026-08-20,2368,金像電,未知,電子工業,1025.0,32.0,30,50,20,0.81,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,1032.0,1110.0,站上10日線、站上20日線,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-0.68,10.31,False
2026-08-20,4958,臻鼎-KY,未知,電子工業,463.0,32.0,30,50,20,0.57,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,477.3,558.0,站上20日線、收盤接近當日高點、今日收漲,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-3.0,0.89,False
2026-08-20,1303,南亞,未知,塑膠工業,186.0,29.2,25,50,20,0.72,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,196.3,217.0,站上20日線、站上60日線,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-5.25,4.26,False
2026-08-20,3017,奇鋐,未知,電子工業,2985.0,29.2,25,50,20,0.76,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,3100.0,3320.0,站上20日線、站上60日線,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-3.71,9.98,False
2026-08-20,6770,力積電,未知,半導體業,67.3,26.5,20,50,20,0.61,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,71.32,81.8,站上20日線、今日收漲,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-5.64,4.62,False
2026-08-20,0050,元大台灣50,未知,ETF,103.8,26.5,20,50,20,0.62,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,104.93,107.5,站上20日線、今日收漲,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-1.08,1.35,False
2026-08-20,3711,日月光投控,未知,半導體業,590.0,23.8,15,50,20,1.04,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,601.6,665.0,收盤接近當日高點、今日收漲,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-1.93,-0.14,False
2026-08-20,2492,華新科,未知,電子工業,272.5,23.8,15,50,20,1.2,0,0,0,0,未抓,暫不進場：分數不足或風險偏高,289.3,322.0,站上20日線,跌破5日線,快速模式：尚未抓取籌碼細節,快速模式：尚未抓取籌碼細節,-5.81,2.46,False
