日期,代號,名稱,市場,產業,收盤價,AI總分,技術分,籌碼分,風險分,量比,法人單日買賣超,法人近3日買賣超,融資變化,融券變化,籌碼狀態,AI進場判斷,停損參考,壓力參考,技術面原因,技術風險,籌碼面原因,籌碼風險,5日乖離率,20日乖離率,突破20日高點
2026-09-23,8150,南茂,未知,半導體業,107.0,71.5,75,95,30,1.59,8266196,35438463,-2365,393,已抓,偏多型：可觀察回測5日線或10日線,99.24,110.5,站上5日線、站上10日線、站上20日線、站上60日線、成交量放大、今日收漲,爆量長上影,法人單日買超、法人近3日合計買超、融資減少，籌碼較乾淨、融券增加，可能有軋空動能,籌碼無明顯風險,7.82,16.46,False
2026-09-23,2330,台積電,未知,半導體業,2500.0,70.0,70,90,0,0.95,6304723,6075691,-692,7,已抓,觀察型：等待更明確突破或量價確認,2465.0,2510.0,站上5日線、站上10日線、站上20日線、站上60日線、收盤接近當日高點、今日收漲,暫無明顯高風險訊號,法人單日買超、法人近3日合計買超、融資減少，籌碼較乾淨,籌碼無明顯風險,1.42,2.91,False
2026-09-23,8046,南電,未知,電子工業,1210.0,70.0,70,90,0,1.32,3802105,6338685,-307,64,已抓,觀察型：等待更明確突破或量價確認,1120.0,1335.0,站上5日線、站上10日線、站上20日線、站上60日線、收盤接近當日高點、今日收漲,暫無明顯高風險訊號,法人單日買超、法人近3日合計買超、融資減少，籌碼較乾淨,籌碼無明顯風險,8.04,7.53,False
2026-09-23,6213,聯茂,未知,電子工業,541.0,67.2,65,90,0,0.52,466986,8392067,-629,-25,已抓,觀察型：等待更明確突破或量價確認,525.2,599.0,站上5日線、站上10日線、站上20日線、站上60日線、收盤接近當日高點,暫無明顯高風險訊號,法人單日買超、法人近3日合計買超、融資減少，籌碼較乾淨,籌碼無明顯風險,3.01,2.15,False
2026-09-23,2408,南亞科,未知,半導體業,515.0,66.2,60,95,0,1.1,29607502,1598314,-3219,448,已抓,觀察型：等待更明確突破或量價確認,508.2,569.0,站上5日線、站上10日線、站上20日線、站上60日線、今日收漲,暫無明顯高風險訊號,法人單日買超、法人近3日合計買超、融資減少，籌碼較乾淨、融券增加，可能有軋空動能,籌碼無明顯風險,1.34,1.13,False
2026-09-23,3037,欣興,未知,電子工業,1160.0,62.5,60,90,20,1.39,5629629,13520617,-915,87,已抓,觀察型：等待更明確突破或量價確認,1044.2,1230.0,站上5日線、站上10日線、站上20日線、站上60日線、今日收漲,短線乖離過大,法人單日買超、法人近3日合計買超、融資減少，籌碼較乾淨,籌碼無明顯風險,11.09,15.84,False
2026-09-23,2454,聯發科,未知,半導體業,5185.0,61.0,60,80,0,0.69,519792,6308727,-58,-7,已抓,觀察型：等待更明確突破或量價確認,4917.0,5480.0,站上5日線、站上10日線、站上20日線、站上60日線、今日收漲,暫無明顯高風險訊號,法人單日買超、法人近3日合計買超,籌碼無明顯風險,5.45,14.43,False
2026-09-23,3529,力旺,未知,半導體業,3305.0,59.8,100,25,40,1.99,-68097,-69919,-136,-2,已抓,強勢突破型：不要早盤追高，等回測支撐或尾盤確認,2960.0,3110.0,站上5日線、站上10日線、站上20日線、站上60日線、突破近20日高點、成交量放大、收盤接近當日高點、今日收漲,短線乖離過大、波段乖離過大,籌碼無明顯加分,法人單日賣超、法人近3日合計賣超,11.66,23.14,True
2026-09-23,3665,貿聯-KY,未知,其他電子業,2340.0,54.2,70,45,0,0.77,70316,-696978,382,8,已抓,觀察型：等待更明確突破或量價確認,2221.0,2375.0,站上5日線、站上10日線、站上20日線、站上60日線、收盤接近當日高點、今日收漲,暫無明顯高風險訊號,法人單日買超,法人近3日合計賣超、融資增加，籌碼略偏雜,5.36,11.34,False
2026-09-23,8299,群聯,未知,半導體業,2215.0,50.5,60,50,0,1.38,-261687,2015017,178,0,已抓,觀察型：等待更明確突破或量價確認,2132.0,2240.0,站上5日線、站上10日線、站上20日線、站上60日線、今日收漲,暫無明顯高風險訊號,法人近3日合計買超,法人單日賣超,3.89,6.76,False
