驗證Key,日期,最新時間,代號,名稱,股票型態,目前狀態,目前決策,結果分類,盤後驗證結果,驗證狀態,驗證時間,首次價格,驗證價格,目前報酬%,驗證報酬%,最高報酬%,最大回撤%,驗證最高報酬%,驗證最大回撤%,AI總分,風險分,左側低吸分,盤中資金分,漲停前兆分,即時入場分,左側試單價,防守停損,右側加碼價,追價上限,停損距離%,資料來源,同步來源,狀態歷程
2026-07-16_3441,2026-07-16,17:36:20,3441,聯一光,小型強攻 / 漲停前兆股,🔴 已過熱 / 等回測,不可追,有效/上漲,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,71.1,69.7,-1.97,-1.97,0,-100.0,0,-100.0,50.0,30.0,39.5,85.9,81.8,65.3,68.65,67.62,71.10,70.95,2.98,備援池,GitHub Actions background v2.15.4,🔴 接近漲停 / 不追 → ⚪ 無有效報價 → 🔴 已過熱 / 等回測
2026-07-16_2330,2026-07-16,17:36:20,2330,台積電,中大型資金股,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,2452.5,2470.0,0.71,0.71,0.71,0,0.71,0,42.2,30.0,52.5,59.9,24.8,48.5,2432.95,2396.46,2489.76,2514.46,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_2408,2026-07-16,17:36:20,2408,南亞科,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,449.5,439.0,-2.34,-2.34,0.28,-2.34,0.28,-2.34,50.5,20.0,65.0,20.1,0,34.8,435.50,428.97,463.00,446.90,2.28,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-07-16_2327,2026-07-16,17:36:20,2327,國巨*,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,792.5,776.0,-2.08,-2.08,0,-2.08,0,-2.08,23.8,20.0,65.0,44.0,0,40.5,775.00,763.38,807.00,789.97,1.63,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-07-16_4958,2026-07-16,17:36:20,4958,臻鼎-KY,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,589.5,578.0,-1.95,-1.95,0,-1.95,0,-1.95,51.2,30.0,65.0,29.1,0,38.1,573.00,564.40,612.00,588.40,2.35,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-07-16_1303,2026-07-16,17:36:20,1303,南亞,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,224.75,221.0,-1.67,-1.67,0.11,-1.67,0.11,-1.67,47.3,40.0,55.0,43.6,0,39.2,217.69,214.42,229.00,224.98,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_3037,2026-07-16,17:36:20,3037,欣興,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,893.5,882.0,-1.29,-1.29,0.22,-1.29,0.22,-1.29,47.8,30.0,65.0,31.9,0,38.7,872.00,858.92,915.00,897.88,2.62,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-07-16_2454,2026-07-16,17:36:20,2454,聯發科,中大型資金股,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,3712.5,3700.0,-0.34,-0.34,0.67,-0.34,0.67,-0.34,18.2,20.0,55.0,50.7,0,38.8,3644.50,3589.83,3755.00,3766.60,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_8046,2026-07-16,17:36:20,8046,南電,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,1307.5,1275.0,-2.49,-2.49,0,-2.49,0,-2.49,50.8,40.0,65.0,15.4,0,33.2,1275.00,1255.88,1415.00,1297.95,1.5,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-07-16_2303,2026-07-16,17:36:20,2303,聯電,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,164.5,160.0,-2.74,-2.74,0,-2.74,0,-2.74,50.8,30.0,65.0,40.6,0,42.0,159.00,156.62,168.00,162.88,2.11,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-07-16_3711,2026-07-16,17:36:20,3711,日月光投控,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,691.5,682.0,-1.37,-1.37,0,-1.37,0,-1.37,61.0,30.0,55.0,62.4,0,47.2,671.77,661.69,694.00,694.28,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_2344,2026-07-16,17:36:20,2344,華邦電,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,172.75,172.0,-0.43,-0.43,0.29,-0.43,0.29,-0.43,47.8,30.0,65.0,36.2,0,40.2,171.00,168.44,180.50,175.10,2.07,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認 → ⚪ 候選 / 觀察
2026-07-16_2308,2026-07-16,17:36:20,2308,台達電,中大型資金股,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,1922.5,1905.0,-0.91,-0.91,0,-0.91,0,-0.91,28.5,30.0,53.4,58.2,6.3,43.2,1876.42,1848.27,1935.00,1939.29,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_2337,2026-07-16,17:36:20,2337,旺宏,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,138.25,136.5,-1.27,-1.27,0,-1.27,0,-1.27,45.0,30.0,65.0,22.7,0,35.2,136.00,133.96,144.00,138.96,1.86,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-07-16_3481,2026-07-16,17:36:20,3481,群創,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,58.65,57.3,-2.3,-2.3,0,-2.3,0,-2.3,23.8,20.0,55.0,46.8,0,38.0,56.44,55.59,58.90,58.33,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_3008,2026-07-16,17:36:20,3008,大立光,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,4282.5,4260.0,-0.53,-0.53,0.18,-0.53,0.18,-0.53,21.0,20.0,44.1,76.8,43.6,53.1,4196.10,4133.16,4350.00,4336.68,2.98,盤後AI候選,GitHub Actions background v2.15.4,🔴 已過熱 / 等回測 → ⚪ 候選 / 觀察
2026-07-16_6770,2026-07-16,17:36:20,6770,力積電,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,77.75,76.5,-1.61,-1.61,0,-1.61,0,-1.61,70.0,30.0,53.9,65.1,4.2,49.5,75.35,74.22,79.50,77.88,2.98,盤後AI候選,GitHub Actions background v2.15.4,👀 前兆出現 → ⚪ 候選 / 觀察
2026-07-16_3026,2026-07-16,17:36:20,3026,禾伸堂,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,789.5,766.0,-2.98,-2.98,0,-2.98,0,-2.98,23.8,20.0,55.0,20.6,0,28.9,755.00,743.67,854.00,779.79,2.92,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-07-16_0050,2026-07-16,17:36:20,0050,元大台灣50,ETF / 市場動能,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,106.32,106.4,0.08,0.08,0.26,0,0.26,0,39.5,30.0,54.8,55.4,15.7,45.7,104.80,103.23,107.25,108.32,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_3661,2026-07-16,17:36:20,3661,世芯-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,3780.0,3770.0,-0.26,-0.26,0.07,-0.26,0.07,-0.26,18.2,20.0,53.1,48.8,7.5,39.0,3713.45,3657.75,3820.00,3837.86,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_1301,2026-07-16,17:36:20,1301,台塑,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,67.3,65.6,-2.53,-2.53,0.07,-2.53,0.07,-2.53,50.0,30.0,65.0,54.4,0,46.8,65.00,64.03,68.60,66.78,2.39,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-07-16_8039,2026-07-16,17:36:20,8039,台虹,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,199.5,199.5,0.0,0.0,0,-100.0,0,-100.0,50.0,30.0,35.2,94.7,100,70.4,196.51,193.56,201.10,203.09,2.98,上市成交金額排行,GitHub Actions background v2.15.4,🔴 接近漲停 / 不追 → ⚪ 無有效報價
2026-07-16_2492,2026-07-16,17:36:20,2492,華新科,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,363.0,341.5,-5.92,-5.92,0.14,-5.92,0.14,-5.92,21.0,20.0,65.0,15.4,0,30.3,341.50,336.38,375.00,347.65,1.5,盤後AI候選,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-07-16_1326,2026-07-16,17:36:20,1326,台化,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,70.95,68.9,-2.89,-2.89,0.07,-2.89,0.07,-2.89,50.0,30.0,65.0,44.3,0,43.2,68.40,67.37,73.00,70.14,2.22,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-07-16_2317,2026-07-16,17:36:20,2317,鴻海,中大型資金股,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,242.75,242.5,-0.1,-0.1,0.21,-0.1,0.21,-0.1,28.5,30.0,52.1,60.8,11.7,44.7,238.86,235.28,244.44,246.87,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_3532,2026-07-16,17:36:20,3532,台勝科,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,483.75,471.0,-2.64,-2.64,0,-2.64,0,-2.64,50.0,30.0,65.0,15.2,0,33.1,471.00,463.94,519.00,479.48,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-07-16_2449,2026-07-16,17:36:20,2449,京元電子,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,319.25,318.0,-0.39,-0.39,0.31,-0.39,0.31,-0.39,50.0,30.0,47.8,69.3,28.6,51.7,313.23,308.53,324.00,323.72,2.98,上市成交金額排行,GitHub Actions background v2.15.4,👀 前兆出現
2026-07-16_2383,2026-07-16,17:36:20,2383,台光電,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,5002.5,4990.0,-0.25,-0.25,0.05,-0.25,0.05,-0.25,23.8,20.0,55.0,37.9,0,34.9,4915.15,4841.42,5030.00,5079.82,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_3443,2026-07-16,17:36:20,3443,創意,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,4197.5,4185.0,-0.3,-0.3,0.24,-0.3,0.24,-0.3,18.2,20.0,51.8,51.3,12.6,40.5,4122.23,4060.40,4240.00,4260.33,2.98,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_6213,2026-07-16,17:36:20,6213,聯茂,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,330.75,325.0,-1.74,-1.74,0.15,-1.74,0.15,-1.74,50.0,30.0,55.0,43.0,0,39.3,321.00,316.19,337.00,330.85,2.71,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_8150,2026-07-16,17:36:20,8150,南茂,動能股 / 先看資金,🔴 已過熱 / 等回測,不可追,有效/上漲,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,125.0,122.5,-2.0,-2.0,0,-100.0,0,-100.0,50.0,30.0,40.1,84.8,79.7,64.7,120.66,118.85,125.00,124.70,2.98,上市成交金額排行,GitHub Actions background v2.15.4,🔴 接近漲停 / 不追 → ⚪ 無有效報價 → 🔴 已過熱 / 等回測
2026-07-16_3665,2026-07-16,17:36:20,3665,貿聯-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,1977.5,1955.0,-1.14,-1.14,0,-1.14,0,-1.14,50.0,30.0,50.3,64.4,18.9,48.9,1925.67,1896.78,1985.00,1990.19,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_2059,2026-07-16,17:36:20,2059,川湖,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,8710.0,8655.0,-0.63,-0.63,0,-0.63,0,-0.63,50.0,30.0,51.4,52.3,14.6,44.2,8525.17,8397.29,8900.00,8810.79,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_2409,2026-07-16,17:36:20,2409,友達,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,28.17,27.65,-1.85,-1.85,0,-1.85,0,-1.85,23.8,20.0,55.0,45.8,0,37.7,27.24,26.83,28.20,28.15,2.97,盤後AI候選,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_6239,2026-07-16,17:36:20,6239,力成,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,317.5,316.5,-0.31,-0.31,0.94,-0.31,0.94,-0.31,50.0,30.0,53.4,58.2,6.4,45.3,311.75,307.07,323.50,322.20,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_3167,2026-07-16,17:36:20,3167,大量,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,869.5,851.0,-2.13,-2.13,0.12,-2.13,0.12,-2.13,50.0,30.0,65.0,36.6,0,40.6,846.00,833.31,905.00,866.32,2.08,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-07-16_2891,2026-07-16,17:36:20,2891,中信金,中大型資金股,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,62.8,63.0,0.32,0.32,0.32,0,0.32,0,50.0,30.0,65.0,51.8,0,45.9,62.50,61.56,64.00,64.13,2.29,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-07-16_2368,2026-07-16,17:36:20,2368,金像電,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,1002.5,1005.0,0.25,0.25,0.25,0,0.25,0,50.0,30.0,55.0,47.2,0,40.8,989.92,975.07,1013.04,1023.09,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_2345,2026-07-16,17:36:20,2345,智邦,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,2337.5,2320.0,-0.75,-0.75,0,-0.75,0,-0.75,50.0,30.0,55.0,41.6,0,38.8,2285.20,2250.92,2350.00,2361.76,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_2634,2026-07-16,17:36:20,2634,漢翔,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,66.85,64.5,-3.52,-3.52,0,-3.52,0,-3.52,50.0,30.0,65.0,32.8,0,39.2,63.90,62.94,68.30,65.66,2.42,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → ⏳ 到價等確認
2026-07-16_6669,2026-07-16,17:36:20,6669,緯穎,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,5102.5,5115.0,0.24,0.24,0.24,-0.05,0.24,-0.05,50.0,30.0,54.2,46.6,18.1,43.9,5038.27,4962.70,5155.92,5207.07,2.98,備援池,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_2404,2026-07-16,17:36:20,2404,漢唐,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,1262.5,1250.0,-0.99,-0.99,0,-0.99,0,-0.99,50.0,30.0,54.2,56.6,3.2,44.4,1231.25,1212.78,1270.00,1272.50,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-07-16_3017,2026-07-16,17:36:20,3017,奇鋐,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,2262.5,2225.0,-1.66,-1.66,0,-1.66,0,-1.66,50.0,30.0,49.5,66.1,22.2,49.9,2191.62,2158.75,2290.00,2265.05,2.98,上市成交金額排行,GitHub Actions background v2.15.4,👀 前兆出現 → ⚪ 候選 / 觀察
2026-07-16_2360,2026-07-16,17:36:20,2360,致茂,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,1997.5,1990.0,-0.38,-0.38,0.25,-0.38,0.25,-0.38,50.0,30.0,46.1,72.8,35.7,53.8,1960.15,1930.75,2015.00,2025.82,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察 → 👀 前兆出現
2026-07-16_6505,2026-07-16,17:36:20,6505,台塑化,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,盤中背景暫估,背景追蹤中,2026-07-16 17:36:20,80.0,80.0,0.0,0.0,0,-100.0,0,-100.0,50.0,30.0,35.2,94.6,100,70.4,78.80,77.62,80.64,81.44,2.97,上市成交金額排行,GitHub Actions background v2.15.4,🔴 接近漲停 / 不追 → ⚪ 無有效報價
