訊號日期,代號,名稱,市場,產業,rank,AI總分,技術分,籌碼分,風險分,snapshot_file,基準日期,基準收盤價,狀態,1日後收盤價,1日報酬率,3日後收盤價,3日報酬率,5日後收盤價,5日報酬率
2026-07-14,4958,臻鼎-KY,未知,電子零組件業,3,67.2,65,90,0,rank_20260714.csv,2026-07-14,629.0,完成,618.0,-1.75,521.0,-17.17,509.0,-19.08
2026-07-14,1303,南亞,未知,塑膠工業,4,54.5,100,10,40,rank_20260714.csv,2026-07-14,210.0,完成,227.5,8.33,199.0,-5.24,195.5,-6.9
2026-07-14,2408,南亞科,未知,半導體業,5,50.8,70,35,0,rank_20260714.csv,2026-07-14,448.0,完成,481.0,7.37,395.5,-11.72,405.0,-9.6
2026-07-14,8046,南電,未知,電子工業,6,50.5,70,40,20,rank_20260714.csv,2026-07-14,1290.0,完成,1415.0,9.69,1150.0,-10.85,1190.0,-7.75
2026-07-14,6182,合晶,未知,半導體業,7,49.2,55,60,20,rank_20260714.csv,2026-07-14,186.5,完成,179.5,-3.75,149.5,-19.84,130.0,-30.29
2026-07-14,6213,聯茂,未知,電子工業,8,43.2,25,90,20,rank_20260714.csv,2026-07-14,348.5,完成,335.0,-3.87,319.0,-8.46,354.5,1.72
2026-07-14,3374,精材,未知,半導體業,9,38.2,70,5,20,rank_20260714.csv,2026-07-14,365.5,完成,402.0,9.99,358.5,-1.92,380.0,3.97
2026-07-14,0050,元大台灣50,未知,ETF,10,29.2,25,50,20,rank_20260714.csv,2026-07-14,104.4,完成,106.3,1.82,100.15,-4.07,102.5,-1.82
2026-07-15,5483,中美晶,未知,半導體業,1,72.0,100,60,40,rank_20260715.csv,2026-07-15,278.0,完成,259.0,-6.83,227.5,-18.17,234.0,-15.83
2026-07-15,6770,力積電,未知,半導體業,2,70.0,70,90,0,rank_20260715.csv,2026-07-15,76.1,完成,76.5,0.53,63.0,-17.21,67.9,-10.78
2026-07-15,2313,華通,未知,電子工業,3,64.5,60,90,0,rank_20260715.csv,2026-07-15,248.0,完成,235.5,-5.04,199.0,-19.76,208.0,-16.13
2026-07-15,3711,日月光投控,未知,半導體業,4,61.0,60,80,0,rank_20260715.csv,2026-07-15,683.0,完成,682.0,-0.15,597.0,-12.59,656.0,-3.95
2026-07-15,4958,臻鼎-KY,未知,電子零組件業,5,51.2,55,60,0,rank_20260715.csv,2026-07-15,618.0,完成,578.0,-6.47,478.5,-22.57,559.0,-9.55
2026-07-15,2303,聯電,未知,半導體業,6,50.8,70,35,0,rank_20260715.csv,2026-07-15,166.0,完成,160.0,-3.61,130.0,-21.69,139.0,-16.27
2026-07-15,8046,南電,未知,電子工業,7,50.8,90,15,40,rank_20260715.csv,2026-07-15,1415.0,完成,1275.0,-9.89,1105.0,-21.91,1305.0,-7.77
2026-07-15,2408,南亞科,未知,半導體業,8,50.5,70,40,20,rank_20260715.csv,2026-07-15,481.0,完成,439.0,-8.73,381.0,-20.79,445.5,-7.38
2026-07-15,2344,華邦電,未知,半導體業,9,47.8,55,50,0,rank_20260715.csv,2026-07-15,180.5,完成,172.0,-4.71,151.0,-16.34,171.0,-5.26
2026-07-15,3037,欣興,未知,電子工業,10,47.8,55,50,0,rank_20260715.csv,2026-07-15,936.0,完成,882.0,-5.77,750.0,-19.87,907.0,-3.1
2026-07-16,8039,台虹,未知,電子零組件業,1,70.0,90,70,40,rank_20260716.csv,2026-07-16,199.5,完成,192.5,-3.51,212.0,6.27,256.0,28.32
2026-07-16,6770,力積電,未知,半導體業,2,61.0,75,65,30,rank_20260716.csv,2026-07-16,76.5,完成,68.9,-9.93,65.1,-14.9,66.0,-13.73
2026-07-16,3711,日月光投控,未知,半導體業,3,58.2,55,80,0,rank_20260716.csv,2026-07-16,682.0,完成,614.0,-9.97,633.0,-7.18,649.0,-4.84
2026-07-16,1301,台塑,未知,塑膠工業,4,54.8,55,70,0,rank_20260716.csv,2026-07-16,65.6,完成,62.8,-4.27,63.0,-3.96,66.2,0.91
2026-07-16,3008,大立光,未知,光電業,5,49.5,55,55,0,rank_20260716.csv,2026-07-16,4260.0,完成,4010.0,-5.87,3985.0,-6.46,4140.0,-2.82
2026-07-16,2330,台積電,未知,半導體業,6,47.2,70,25,0,rank_20260716.csv,2026-07-16,2470.0,完成,2290.0,-7.29,2410.0,-2.43,2405.0,-2.63
2026-07-16,2313,華通,未知,電子工業,7,44.0,45,55,0,rank_20260716.csv,2026-07-16,235.5,完成,212.0,-9.98,210.0,-10.83,214.0,-9.13
2026-07-16,5483,中美晶,未知,半導體業,8,42.2,55,40,20,rank_20260716.csv,2026-07-16,259.0,完成,235.5,-9.07,220.5,-14.86,212.5,-17.95
2026-07-16,0050,元大台灣50,未知,ETF,9,39.5,40,50,0,rank_20260716.csv,2026-07-16,106.4,完成,100.15,-5.87,102.5,-3.67,103.9,-2.35
2026-07-16,3374,精材,未知,半導體業,10,38.2,70,5,20,rank_20260716.csv,2026-07-16,395.0,完成,358.5,-9.24,380.0,-3.8,403.0,2.03
2026-07-17,6505,台塑化,未知,油電燃氣業,1,68.0,95,65,70,rank_20260717.csv,2026-07-17,81.3,等待未來交易日,77.7,-4.43,85.1,4.67,,
2026-07-17,3491,昇達科,未知,通信網路業,2,58.5,75,55,20,rank_20260717.csv,2026-07-17,1355.0,等待未來交易日,1220.0,-9.96,1300.0,-4.06,,
2026-07-17,6488,環球晶,未知,半導體業,3,43.2,25,90,20,rank_20260717.csv,2026-07-17,1240.0,等待未來交易日,1265.0,2.02,1240.0,0.0,,
2026-07-17,1301,台塑,未知,塑膠工業,4,41.0,40,60,20,rank_20260717.csv,2026-07-17,62.8,等待未來交易日,60.6,-3.5,63.5,1.11,,
2026-07-17,6182,合晶,未知,半導體業,5,34.5,25,65,20,rank_20260717.csv,2026-07-17,149.5,等待未來交易日,135.0,-9.7,129.0,-13.71,,
2026-07-17,8150,南茂,未知,電子工業,6,34.5,25,65,20,rank_20260717.csv,2026-07-17,110.5,等待未來交易日,103.0,-6.79,100.0,-9.5,,
2026-07-17,1303,南亞,未知,塑膠工業,7,32.2,40,35,20,rank_20260717.csv,2026-07-17,199.0,等待未來交易日,186.5,-6.28,208.0,4.52,,
2026-07-17,3017,奇鋐,未知,電子工業,8,25.8,15,50,0,rank_20260717.csv,2026-07-17,2200.0,等待未來交易日,2135.0,-2.95,2265.0,2.95,,
2026-07-17,8046,南電,未知,電子工業,9,24.0,25,35,20,rank_20260717.csv,2026-07-17,1150.0,等待未來交易日,1105.0,-3.91,1305.0,13.48,,
2026-07-17,2317,鴻海,未知,其他電子業,10,23.8,15,50,20,rank_20260717.csv,2026-07-17,234.0,等待未來交易日,234.5,0.21,251.5,7.48,,
2026-07-20,6505,台塑化,未知,油電燃氣業,1,58.0,55,85,20,rank_20260720.csv,2026-07-20,77.7,等待未來交易日,85.4,9.91,93.2,19.95,,
2026-07-20,1303,南亞,未知,塑膠工業,2,45.0,25,95,20,rank_20260720.csv,2026-07-20,186.5,等待未來交易日,195.5,4.83,197.0,5.63,,
2026-07-20,3481,群創,未知,光電業,3,36.8,10,95,20,rank_20260720.csv,2026-07-20,50.4,等待未來交易日,50.7,0.6,51.9,2.98,,
2026-07-20,8039,台虹,未知,電子零組件業,4,36.2,60,15,20,rank_20260720.csv,2026-07-20,193.0,等待未來交易日,212.0,9.84,256.0,32.64,,
2026-07-20,6213,聯茂,未知,電子工業,5,35.5,30,60,20,rank_20260720.csv,2026-07-20,322.5,等待未來交易日,354.5,9.92,343.5,6.51,,
2026-07-20,6488,環球晶,未知,半導體業,6,35.5,30,60,20,rank_20260720.csv,2026-07-20,1265.0,等待未來交易日,1205.0,-4.74,1120.0,-11.46,,
2026-07-20,2303,聯電,未知,半導體業,7,25.8,25,40,20,rank_20260720.csv,2026-07-20,130.0,等待未來交易日,134.5,3.46,138.5,6.54,,
2026-07-20,8150,南茂,未知,電子工業,8,22.8,10,55,20,rank_20260720.csv,2026-07-20,103.0,等待未來交易日,104.0,0.97,98.2,-4.66,,
2026-07-20,3711,日月光投控,未知,半導體業,9,21.0,10,50,20,rank_20260720.csv,2026-07-20,597.0,等待未來交易日,633.0,6.03,649.0,8.71,,
2026-07-20,8046,南電,未知,電子工業,10,21.0,10,50,20,rank_20260720.csv,2026-07-20,1105.0,等待未來交易日,1190.0,7.69,1230.0,11.31,,
2026-07-21,6213,聯茂,未知,電子工業,1,63.0,70,70,0,rank_20260721.csv,2026-07-21,354.5,等待未來交易日,367.0,3.53,,,,
2026-07-21,2317,鴻海,未知,其他電子業,2,61.0,60,80,0,rank_20260721.csv,2026-07-21,246.0,等待未來交易日,251.5,2.24,,,,
2026-07-21,8039,台虹,未知,電子工業,3,49.3,90,5,20,rank_20260721.csv,2026-07-21,212.0,等待未來交易日,233.0,9.91,,,,
2026-07-21,2330,台積電,未知,半導體業,4,44.8,40,65,0,rank_20260721.csv,2026-07-21,2410.0,等待未來交易日,2400.0,-0.41,,,,
2026-07-21,3017,奇鋐,未知,電子工業,5,44.0,45,55,0,rank_20260721.csv,2026-07-21,2320.0,等待未來交易日,2265.0,-2.37,,,,
2026-07-21,2308,台達電,未知,電子工業,6,35.8,30,55,0,rank_20260721.csv,2026-07-21,1835.0,等待未來交易日,1880.0,2.45,,,,
2026-07-21,2383,台光電,未知,電子工業,7,34.0,30,50,0,rank_20260721.csv,2026-07-21,4830.0,等待未來交易日,5125.0,6.11,,,,
2026-07-21,8046,南電,未知,電子零組件業,8,32.0,30,50,20,rank_20260721.csv,2026-07-21,1190.0,等待未來交易日,1305.0,9.66,,,,
2026-07-21,2327,國巨*,未知,電子工業,9,32.0,30,50,20,rank_20260721.csv,2026-07-21,670.0,等待未來交易日,703.0,4.93,,,,
2026-07-21,1303,南亞,未知,塑膠工業,10,32.0,30,50,20,rank_20260721.csv,2026-07-21,195.5,等待未來交易日,208.0,6.39,,,,
2026-07-22,3532,台勝科,未知,半導體業,1,63.0,70,70,0,rank_20260722.csv,2026-07-22,468.0,等待未來交易日,421.5,-9.94,,,,
2026-07-22,2408,南亞科,未知,半導體業,2,59.5,70,60,0,rank_20260722.csv,2026-07-22,445.5,等待未來交易日,426.0,-4.38,,,,
2026-07-22,2317,鴻海,未知,其他電子業,3,59.0,50,90,0,rank_20260722.csv,2026-07-22,251.5,等待未來交易日,257.5,2.39,,,,
2026-07-22,3711,日月光投控,未知,半導體業,4,49.2,45,70,0,rank_20260722.csv,2026-07-22,656.0,等待未來交易日,649.0,-1.07,,,,
2026-07-22,1303,南亞,未知,塑膠工業,5,49.0,70,30,0,rank_20260722.csv,2026-07-22,208.0,等待未來交易日,197.0,-5.29,,,,
2026-07-22,3374,精材,未知,半導體業,6,46.8,70,35,40,rank_20260722.csv,2026-07-22,418.0,等待未來交易日,403.0,-3.59,,,,
2026-07-22,2360,致茂,未知,其他電子業,7,46.8,50,55,0,rank_20260722.csv,2026-07-22,2125.0,等待未來交易日,2155.0,1.41,,,,
2026-07-22,8046,南電,未知,電子零組件業,8,43.8,70,15,0,rank_20260722.csv,2026-07-22,1305.0,等待未來交易日,1230.0,-5.75,,,,
2026-07-22,2383,台光電,未知,電子工業,9,42.2,45,50,0,rank_20260722.csv,2026-07-22,5125.0,等待未來交易日,5095.0,-0.59,,,,
2026-07-22,3653,健策,未知,電子工業,10,42.2,45,50,0,rank_20260722.csv,2026-07-22,3500.0,等待未來交易日,3710.0,6.0,,,,
2026-07-23,3665,貿聯-KY,未知,其他電子業,1,81.0,100,80,20,rank_20260723.csv,2026-07-23,2285.0,等待未來交易日,,,,,,
2026-07-23,6505,台塑化,未知,油電燃氣業,2,71.8,90,75,40,rank_20260723.csv,2026-07-23,93.2,等待未來交易日,,,,,,
2026-07-23,3231,緯創,未知,電子工業,3,71.2,95,60,20,rank_20260723.csv,2026-07-23,173.5,等待未來交易日,,,,,,
2026-07-23,2317,鴻海,未知,其他電子業,4,64.5,60,90,0,rank_20260723.csv,2026-07-23,257.5,等待未來交易日,,,,,,
2026-07-23,6669,緯穎,未知,電子工業,5,58.2,55,80,0,rank_20260723.csv,2026-07-23,5470.0,等待未來交易日,,,,,,
2026-07-23,3017,奇鋐,未知,電子工業,6,55.5,50,80,0,rank_20260723.csv,2026-07-23,2440.0,等待未來交易日,,,,,,
2026-07-23,0050,元大台灣50,未知,ETF,7,45.8,45,60,0,rank_20260723.csv,2026-07-23,103.9,等待未來交易日,,,,,,
2026-07-23,3443,創意,未知,半導體業,8,44.0,45,55,0,rank_20260723.csv,2026-07-23,4380.0,等待未來交易日,,,,,,
2026-07-23,3189,景碩,未知,半導體業,9,39.5,40,50,0,rank_20260723.csv,2026-07-23,785.0,等待未來交易日,,,,,,
2026-07-23,2383,台光電,未知,電子工業,10,39.5,40,50,0,rank_20260723.csv,2026-07-23,5095.0,等待未來交易日,,,,,,
