蒐集時間,樣本Key,日期,最新時間,代號,名稱,股票型態,目前狀態,目前決策,結果分類,首次價格,目前/驗證價格,驗證報酬%,驗證最高報酬%,驗證最大回撤%,漲停距離%,短線漲速分,量能跳升分,二次攻擊分,日內振幅%,是否貼近日內高,大盤背景分,夜盤風險分,AI/智能分,風險分,事件分,漲停前兆分,漲停前兆候選,前兆蒐集原因,資料品質分
2026-08-03 18:03:42,2026-08-03_8046,2026-08-03,18:03:10,8046,南電,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,964.0,953.0,-1.14,2.28,-1.14,7.72,33.68,0.0,18.24,3.42,1,82.9,46.9,18.2,20.0,0.0,27.15,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3231,2026-08-03,18:03:10,3231,緯創,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,185.25,186.0,0.4,0.81,0.0,9.19,10.06,0.0,3.28,0.81,0,82.9,46.9,70.0,30.0,0.0,24.8,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_6176,2026-08-03,18:03:10,6176,瑞儀,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,84.95,86.2,1.47,1.47,-0.24,8.53,27.93,0.0,0.0,1.71,0,82.9,46.9,50.0,30.0,0.0,22.21,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2618,2026-08-03,18:03:10,2618,長榮航,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,43.08,43.7,1.44,1.44,0.0,8.56,27.36,0.0,0.0,1.44,0,82.9,46.9,50.0,30.0,0.0,22.05,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2330,2026-08-03,18:03:10,2330,台積電,中大型資金股,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,2372.5,2370.0,-0.11,0.21,-0.11,9.79,1.26,0.0,1.68,0.32,0,82.9,46.9,66.5,30.0,0.0,20.82,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_6669,2026-08-03,18:03:10,6669,緯穎,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,5925.0,5925.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,82.9,46.9,66.5,30.0,0.0,20.16,⚪ 一般樣本,大盤環境支持,90
2026-08-03 18:03:42,2026-08-03_2379,2026-08-03,18:03:10,2379,瑞昱,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,698.0,704.0,0.86,0.86,-0.21,9.14,16.34,0.0,0.0,1.07,0,82.9,46.9,50.0,30.0,0.0,18.96,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3665,2026-08-03,18:03:10,3665,貿聯-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,2077.5,2095.0,0.84,0.84,-0.24,9.16,15.96,0.0,0.0,1.08,0,82.9,46.9,50.0,30.0,0.0,18.86,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3017,2026-08-03,18:03:10,3017,奇鋐,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,2550.0,2550.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,82.9,46.9,61.0,30.0,0.0,18.24,⚪ 一般樣本,大盤環境支持,90
2026-08-03 18:03:42,2026-08-03_2412,2026-08-03,18:03:10,2412,中華電,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,138.0,139.0,0.72,0.72,0.0,9.28,13.68,0.0,0.0,0.72,0,82.9,46.9,50.0,30.0,0.0,18.22,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3026,2026-08-03,18:03:10,3026,禾伸堂,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,456.5,459.5,0.66,0.66,0.0,9.34,12.54,0.0,0.0,0.66,0,82.9,46.9,50.0,30.0,0.0,17.9,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2317,2026-08-03,18:03:10,2317,鴻海,中大型資金股,⚪ 候選 / 觀察,觀察,追蹤中,252.75,253.0,0.1,0.1,0.0,9.9,1.9,0.0,0.0,0.1,0,82.9,46.9,57.5,30.0,0.0,17.55,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3034,2026-08-03,18:03:10,3034,聯詠,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,516.5,519.0,0.48,0.48,-0.1,9.52,9.12,0.0,0.0,0.58,0,82.9,46.9,50.0,30.0,0.0,16.94,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2395,2026-08-03,18:03:10,2395,研華,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,573.5,576.0,0.44,0.44,-0.26,9.56,8.36,0.0,0.0,0.7,0,82.9,46.9,50.0,30.0,0.0,16.73,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2885,2026-08-03,18:03:10,2885,元大金,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,68.45,68.0,-0.66,0.73,-0.66,9.27,4.38,0.0,5.84,1.39,0,82.9,46.9,50.0,30.0,0.0,16.67,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2603,2026-08-03,18:03:10,2603,長榮,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,206.75,207.5,0.36,0.36,0.0,9.64,6.84,0.0,0.0,0.36,0,82.9,46.9,50.0,30.0,0.0,16.3,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_00935,2026-08-03,18:03:10,00935,野村臺灣新科技50,ETF / 市場動能,👀 前兆出現,等低吸,有效/上漲,54.23,54.4,0.31,0.31,0.0,9.69,5.89,0.0,0.0,0.31,0,82.9,46.9,50.0,30.0,0.0,16.04,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2377,2026-08-03,18:03:10,2377,微星,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,142.75,143.0,0.18,0.35,0.0,9.65,4.44,0.0,1.36,0.35,0,82.9,46.9,50.0,30.0,0.0,15.88,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2404,2026-08-03,18:03:10,2404,漢唐,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,1107.5,1105.0,-0.23,0.45,-0.23,9.55,2.7,0.0,3.6,0.68,0,82.9,46.9,50.0,30.0,0.0,15.79,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_8271,2026-08-03,18:03:10,8271,宇瞻,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,220.0,219.5,-0.23,0.34,-0.23,9.66,2.04,0.0,2.72,0.57,0,82.9,46.9,50.0,30.0,0.0,15.45,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_1303,2026-08-03,18:03:10,1303,南亞,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,167.75,165.0,-1.64,0.89,-1.64,9.11,5.34,0.0,7.12,2.53,0,82.9,46.9,34.0,30.0,0.0,15.41,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2881,2026-08-03,18:03:10,2881,富邦金,中大型資金股,⚪ 候選 / 觀察,觀察,追蹤中,129.25,129.5,0.19,0.19,-0.19,9.81,3.61,0.0,0.0,0.38,0,82.9,46.9,50.0,30.0,0.0,15.4,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2376,2026-08-03,18:03:10,2376,技嘉,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,324.5,324.5,0.0,0.31,0.0,9.69,1.86,0.0,2.48,0.31,0,82.9,46.9,50.0,30.0,0.0,15.36,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2409,2026-08-03,18:03:10,2409,友達,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,24.1,23.9,-0.83,0.29,-0.83,9.71,1.74,0.0,2.32,1.12,0,82.9,46.9,50.0,30.0,0.0,15.29,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2834,2026-08-03,18:03:10,2834,臺企銀,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,18.17,18.2,0.17,0.17,0.0,9.83,3.23,0.0,0.0,0.17,0,82.9,46.9,50.0,30.0,0.0,15.29,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2883,2026-08-03,18:03:10,2883,凱基金,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,30.35,30.4,0.16,0.16,-0.16,9.84,3.04,0.0,0.0,0.32,0,82.9,46.9,50.0,30.0,0.0,15.24,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_6257,2026-08-03,18:03:10,6257,矽格,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,196.75,195.5,-0.64,0.25,-0.64,9.75,1.5,0.0,2.0,0.89,0,82.9,46.9,50.0,30.0,0.0,15.17,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_1326,2026-08-03,18:03:10,1326,台化,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,56.25,56.3,0.09,0.18,0.0,9.82,2.25,0.0,0.72,0.18,0,82.9,46.9,50.0,30.0,0.0,15.15,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2880,2026-08-03,18:03:10,2880,華南金,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,43.3,43.05,-0.58,0.23,-0.58,9.77,1.38,0.0,1.84,0.81,0,82.9,46.9,50.0,30.0,0.0,15.11,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2610,2026-08-03,18:03:10,2610,華航,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,22.42,22.45,0.13,0.13,0.0,9.87,2.47,0.0,0.0,0.13,0,82.9,46.9,50.0,30.0,0.0,15.08,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2887,2026-08-03,18:03:10,2887,台新新光金,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,35.67,35.3,-1.04,0.22,-1.04,9.78,1.32,0.0,1.76,1.26,0,82.9,46.9,50.0,30.0,0.0,15.07,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2449,2026-08-03,18:03:10,2449,京元電子,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,234.25,233.5,-0.32,0.21,-0.32,9.79,1.26,0.0,1.68,0.53,0,82.9,46.9,50.0,30.0,0.0,15.04,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2451,2026-08-03,18:03:10,2451,創見,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,282.5,281.0,-0.53,0.18,-0.53,9.82,1.08,0.0,1.44,0.71,0,82.9,46.9,50.0,30.0,0.0,14.95,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_0056,2026-08-03,18:03:10,0056,元大高股息,ETF / 市場動能,⚪ 候選 / 觀察,觀察,追蹤中,49.89,49.82,-0.14,0.18,-0.14,9.82,1.08,0.0,1.44,0.32,0,82.9,46.9,50.0,30.0,0.0,14.95,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_1590,2026-08-03,18:03:10,1590,亞德客-KY,動能股 / 先看資金,🔴 已過熱 / 等回測,不可追,有效/上漲,1422.5,1415.0,-0.53,0.18,-0.53,9.82,1.08,0.0,1.44,0.71,0,82.9,46.9,50.0,30.0,0.0,14.95,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3661,2026-08-03,18:03:10,3661,世芯-KY,動能股 / 先看資金,🔴 已過熱 / 等回測,不可追,有效/上漲,3262.5,3250.0,-0.38,0.15,-0.38,9.85,0.9,0.0,1.2,0.53,0,82.9,46.9,50.0,30.0,0.0,14.86,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_6505,2026-08-03,18:03:10,6505,台塑化,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,67.95,67.7,-0.37,0.15,-0.37,9.85,0.9,0.0,1.2,0.52,0,82.9,46.9,50.0,30.0,0.0,14.86,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_009816,2026-08-03,18:03:10,009816,凱基台灣TOP50,ETF / 市場動能,⏳ 到價等確認,嚴格小量等待確認,追蹤中,14.66,14.61,-0.34,0.14,-0.34,9.86,0.84,0.0,1.12,0.48,0,82.9,46.9,50.0,30.0,0.0,14.82,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2886,2026-08-03,18:03:10,2886,兆豐金,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,51.85,51.6,-0.48,0.1,-0.48,9.9,0.6,0.0,0.8,0.58,0,82.9,46.9,50.0,30.0,0.0,14.7,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2382,2026-08-03,18:03:10,2382,廣達,中大型資金股,⚪ 候選 / 觀察,觀察,追蹤中,298.5,296.5,-0.67,0.08,-0.67,9.92,0.48,0.0,0.64,0.75,0,82.9,46.9,18.2,20.0,0.0,14.69,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_1301,2026-08-03,18:03:10,1301,台塑,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,54.0,53.8,-0.37,0.09,-0.37,9.91,0.54,0.0,0.72,0.46,0,82.9,46.9,50.0,30.0,0.0,14.67,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2891,2026-08-03,18:03:10,2891,中信金,中大型資金股,⚪ 候選 / 觀察,觀察,追蹤中,65.3,64.8,-0.77,0.08,-0.77,9.92,0.48,0.0,0.64,0.85,0,82.9,46.9,50.0,30.0,0.0,14.64,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3023,2026-08-03,18:03:10,3023,信邦,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,301.5,299.5,-0.66,0.08,-0.66,9.92,0.48,0.0,0.64,0.74,0,82.9,46.9,50.0,30.0,0.0,14.64,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_0052,2026-08-03,18:03:10,0052,富邦科技,ETF / 市場動能,⏳ 到價等確認,嚴格小量等待確認,追蹤中,59.38,59.15,-0.39,0.07,-0.39,9.93,0.42,0.0,0.56,0.46,0,82.9,46.9,50.0,30.0,0.0,14.61,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_00878,2026-08-03,18:03:10,00878,國泰永續高股息,ETF / 市場動能,⚪ 候選 / 觀察,觀察,追蹤中,32.65,32.57,-0.25,0.03,-0.25,9.97,0.18,0.0,0.24,0.28,0,82.9,46.9,50.0,30.0,0.0,14.48,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_4958,2026-08-03,18:03:10,4958,臻鼎-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,431.75,421.5,-2.37,0.0,-2.37,10.0,0.0,0.0,0.0,2.37,0,82.9,46.9,23.8,20.0,0.0,14.44,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2327,2026-08-03,18:03:10,2327,國巨*,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,552.0,552.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,82.9,46.9,18.2,20.0,0.0,14.44,⚪ 一般樣本,大盤環境支持,90
2026-08-03 18:03:42,2026-08-03_2408,2026-08-03,18:03:10,2408,南亞科,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,396.5,396.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,82.9,46.9,18.2,20.0,0.0,14.44,⚪ 一般樣本,大盤環境支持,90
2026-08-03 18:03:42,2026-08-03_2344,2026-08-03,18:03:10,2344,華邦電,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,143.0,143.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,82.9,46.9,18.2,20.0,0.0,14.44,⚪ 一般樣本,大盤環境支持,90
2026-08-03 18:03:42,2026-08-03_2337,2026-08-03,18:03:10,2337,旺宏,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,110.5,110.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,82.9,46.9,18.2,20.0,0.0,14.44,⚪ 一般樣本,大盤環境支持,90
2026-08-03 18:03:42,2026-08-03_2357,2026-08-03,18:03:10,2357,華碩,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,800.5,799.0,-0.19,0.0,-0.19,10.0,0.0,0.0,0.0,0.19,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_6239,2026-08-03,18:03:10,6239,力成,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,241.75,238.5,-1.34,0.0,-1.34,10.0,0.0,0.0,0.0,1.34,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2882,2026-08-03,18:03:10,2882,國泰金,中大型資金股,⚪ 候選 / 觀察,觀察,追蹤中,101.75,100.5,-1.23,0.0,-1.23,10.0,0.0,0.0,0.0,1.23,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3042,2026-08-03,18:03:10,3042,晶技,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,155.75,154.5,-0.8,0.0,-0.8,10.0,0.0,0.0,0.0,0.8,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3653,2026-08-03,18:03:10,3653,健策,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,3775.0,3770.0,-0.13,0.0,-0.13,10.0,0.0,0.0,0.0,0.13,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2634,2026-08-03,18:03:10,2634,漢翔,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,61.05,60.7,-0.57,0.0,-0.57,10.0,0.0,0.0,0.0,0.57,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3035,2026-08-03,18:03:10,3035,智原,動能股 / 先看資金,🔴 已過熱 / 等回測,不可追,有效/上漲,160.75,160.0,-0.47,0.0,-0.47,10.0,0.0,0.0,0.0,0.47,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2324,2026-08-03,18:03:10,2324,仁寶,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,36.48,36.35,-0.36,0.0,-0.36,10.0,0.0,0.0,0.0,0.36,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2332,2026-08-03,18:03:10,2332,友訊,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,22.33,22.2,-0.58,0.0,-0.58,10.0,0.0,0.0,0.0,0.58,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_1216,2026-08-03,18:03:10,1216,統一,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,73.05,73.0,-0.07,0.0,-0.14,10.0,0.0,0.0,0.0,0.14,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_00919,2026-08-03,18:03:10,00919,群益台灣精選高息,ETF / 市場動能,⚪ 候選 / 觀察,觀察,追蹤中,29.55,29.45,-0.34,0.0,-0.34,10.0,0.0,0.0,0.0,0.34,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_8261,2026-08-03,18:03:10,8261,富鼎,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,175.25,171.0,-2.43,0.0,-2.43,10.0,0.0,0.0,0.0,2.43,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2892,2026-08-03,18:03:10,2892,第一金,中大型資金股,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,36.3,35.95,-0.96,0.0,-0.96,10.0,0.0,0.0,0.0,0.96,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3045,2026-08-03,18:03:10,3045,台灣大,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,112.25,112.0,-0.22,0.0,-0.22,10.0,0.0,0.0,0.0,0.22,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_6414,2026-08-03,18:03:10,6414,樺漢,動能股 / 先看資金,🔴 已過熱 / 等回測,不可追,有效/上漲,438.75,437.5,-0.28,0.0,-0.28,10.0,0.0,0.0,0.0,0.28,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_4904,2026-08-03,18:03:10,4904,遠傳,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,103.75,103.5,-0.24,0.0,-0.24,10.0,0.0,0.0,0.0,0.24,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3036,2026-08-03,18:03:10,3036,文曄,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,206.0,204.5,-0.73,0.0,-0.73,10.0,0.0,0.0,0.0,0.73,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2884,2026-08-03,18:03:10,2884,玉山金,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,38.77,38.45,-0.83,0.0,-0.83,10.0,0.0,0.0,0.0,0.83,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_5269,2026-08-03,18:03:10,5269,祥碩,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,1362.5,1340.0,-1.65,0.0,-1.65,10.0,0.0,0.0,0.0,1.65,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3533,2026-08-03,18:03:10,3533,嘉澤,動能股 / 先看資金,🔴 已過熱 / 等回測,不可追,有效/上漲,2012.5,2005.0,-0.37,0.0,-0.37,10.0,0.0,0.0,0.0,0.37,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2890,2026-08-03,18:03:10,2890,永豐金,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,40.33,40.05,-0.69,0.0,-0.69,10.0,0.0,0.0,0.0,0.69,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2801,2026-08-03,18:03:10,2801,彰銀,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,25.58,25.4,-0.7,0.0,-0.7,10.0,0.0,0.0,0.0,0.7,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2356,2026-08-03,18:03:10,2356,英業達,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,64.35,63.9,-0.7,0.0,-0.7,10.0,0.0,0.0,0.0,0.7,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_6139,2026-08-03,18:03:10,6139,亞翔,動能股 / 先看資金,🔴 已過熱 / 等回測,不可追,有效/上漲,769.0,765.0,-0.52,0.0,-0.52,10.0,0.0,0.0,0.0,0.52,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_6271,2026-08-03,18:03:10,6271,同欣電,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,168.75,168.0,-0.44,0.0,-0.44,10.0,0.0,0.0,0.0,0.44,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_006208,2026-08-03,18:03:10,006208,富邦台50,ETF / 市場動能,⏳ 到價等確認,嚴格小量等待確認,追蹤中,233.7,232.9,-0.34,0.0,-0.34,10.0,0.0,0.0,0.0,0.34,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_2912,2026-08-03,18:03:10,2912,統一超,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,220.75,220.5,-0.11,0.0,-0.11,10.0,0.0,0.0,0.0,0.11,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_6285,2026-08-03,18:03:10,6285,啟碁,動能股 / 先看資金,🔴 已過熱 / 等回測,不可追,有效/上漲,241.25,239.0,-0.93,0.0,-0.93,10.0,0.0,0.0,0.0,0.93,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3044,2026-08-03,18:03:10,3044,健鼎,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,379.25,374.0,-1.38,0.0,-1.38,10.0,0.0,0.0,0.0,1.38,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_6196,2026-08-03,18:03:10,6196,帆宣,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,498.75,494.0,-0.95,0.0,-0.95,10.0,0.0,0.0,0.0,0.95,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
2026-08-03 18:03:42,2026-08-03_3702,2026-08-03,18:03:10,3702,大聯大,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,116.75,116.0,-0.64,0.0,-0.64,10.0,0.0,0.0,0.0,0.64,0,82.9,46.9,50.0,30.0,0.0,14.39,⚪ 一般樣本,大盤環境支持,100
